Zone_ID,CtryName,Longitude,Latitude,Area sq.Km,Max Capacity MW,RoadDist,T_Dist_gf,D_Dist_gf,TD_Dist_gf,SubstnDist,Load_dst,City_name,City_Pop,CtLst100kM,CtCnt100kM,PopIn100kM,GHIkWhm2d,RawERA_GHI,CorAdderWh,CF,Y_GWh,sLCOE-MWh,tLCOE-MWh,tCAPEX-kW,rLCOE-MWh,rCAPEX-kW,LCOE-MWh,trCAPEX-kW,cluster,weights,TD_Dist_gf_,trCAPEX-kW_,Latitude_,Longitude_
15,Rwanda,30.27365355,-2.184076062,52.82603423,174.325913,0.716826414,33.53672409,2.277378285,2.277378285,33.33928221,47.02208669,Kigali,1046787,Above 10 cities,11,9146534,5.392161308,5.291932296,7.843822715,18.3116863,279.6368455,111.1183765,7.107682297,111.4954518,0.428790828,6.243414703,118.6548497,117.7388665,2,0.23134328361090886,0.5268561704760802,27.238095984736436,-0.5052713278390629,7.003606419156047
18,Rwanda,29.86321725,-2.755291182,6.816262481,22.49366619,1.004638938,19.0003054,2.68710032,2.68710032,27.80484756,12.95124996,Bujumbura,1123733,"Bujumbura, Butare, Cyangugu, Gitarama, Goma, Kigali, Muyinga, 
 Ngara, Nyanza",9,7304382,5.283625007,5.114596836,13.29353204,18.0793968,35.62445989,112.491068,6.204762958,96.09702351,0.608675605,8.750204224,119.3045065,104.8472277,2,0.029850746267666362,0.08021194984808508,3.12976799094094,-0.08224749796742055,0.8914393208659472
8,Rwanda,30.01583073,-2.069707946,11.92845934,39.36391583,0.410196479,16.89391883,4.234263799,4.234263799,14.3351469,17.8014843,Kigali,1046787,Above 10 cities,11,9146534,5.252642802,5.156954359,7.490088303,17.96935388,61.96334611,113.1537441,6.097808586,93.86572822,0.250045644,3.572729295,119.5015983,97.43845751,2,0.05223880596509846,0.22119288500100165,5.090068675403381,-0.10811907179551647,1.5679911573857097
9,Rwanda,30.0911107,-2.063263192,20.44878744,67.48099856,0.386902566,15.06754472,2.061142276,2.061142276,12.19656557,24.8038866,Kigali,1046787,Above 10 cities,11,9146534,5.240999997,5.156954359,6.578738553,17.93128311,105.9978299,113.3848992,5.984805611,91.93105012,0.236346986,3.36984397,119.6060518,95.30089409,2,0.08955223878972836,0.18457990527995619,8.534408424422292,-0.18476983805604114,2.69472633085455
10,Rwanda,30.22808307,-2.075895111,8.520328101,28.11708273,0.393498489,19.65075,2.360739387,2.360739387,20.33787165,38.54248683,Kigali,1046787,Above 10 cities,11,9146534,5.260699987,5.251616473,0.709042485,17.93824612,44.18291276,113.3425484,6.298424613,96.78603948,0.240282929,3.42729314,119.881256,100.2133326,2,0.03731343282462991,0.08808729053328249,3.7393034541023944,-0.07745877277527614,1.1279135470497776
12,Rwanda,30.04326972,-2.143168644,9.372360911,30.92879101,0.229973722,24.89916942,2.956506715,2.956506715,22.28491804,24.71542731,Kigali,1046787,Above 10 cities,11,9146534,5.234363643,5.199513016,2.733823027,17.86626347,48.40617698,113.7819582,6.687056923,102.3456902,0.140995193,2.00302512,120.6100103,104.3487153,2,0.04104477611638241,0.12134915620375622,4.282969657520628,-0.08796587717263088,1.233119279461491
14,Rwanda,30.04480347,-2.233457357,6.816262481,22.49366619,0.077851478,36.11970988,4.585225309,4.585225309,33.34597256,32.89772337,Gitarama,913287,Above 10 cities,11,9332942,5.26562506,5.199513016,5.188324177,17.96638174,35.4017699,113.1717549,7.422066908,114.2316087,0.047464189,0.678070804,120.641286,114.9096795,2,0.029850746267666362,0.1368723972790411,3.4301396864533626,-0.06667036886345973,0.896859805044872
17,Rwanda,30.209024,-2.285212369,61.34636233,202.4429957,0.469951459,43.5544793,1.440963927,1.440963927,41.60109626,48.33531206,Kigali,1046787,"Bujumbura, Butare, Byumba, Gitarama, Goma, Kigali, Muyinga, 
 Ngara, Nyanza, Ruhengeri",10,8827573,5.314208315,5.291932296,1.743299088,18.06167945,320.3059394,112.5972161,7.891917755,122.1072599,0.285006456,4.093183214,120.7741403,126.2004431,2,0.2686567163957266,0.3871246370725115,33.90459665093173,-0.6139376513224395,8.115857193359698
13,Rwanda,30.14150959,-2.229723818,6.816262481,22.49366619,0.209654122,35.94016346,1.645741086,1.645741086,33.27903689,39.06831086,Gitarama,913287,"Bujumbura, Butare, Byumba, Gitarama, Goma, Kigali, Muyinga, 
 Ngara, Nyanza, Ruhengeri",10,8827573,5.267500043,5.291932296,-1.973831903,17.91327169,35.29711946,113.4946019,7.431677932,114.0414152,0.128200086,1.826045468,121.0544799,115.8674606,2,0.029850746267666362,0.04912659958045968,3.4587301670494295,-0.0665589199380903,0.8997465548955224
16,Rwanda,30.35503652,-2.303618473,36.63741084,120.9034558,2.535072668,50.1921692,3.817676518,3.817676518,50.05111723,35.11811684,Kigali,1046787,"Bujumbura, Butare, Byumba, Gitarama, Goma, Kigali, Muyinga, 
 Ngara, Nyanza, Ruhengeri",10,8827573,5.337976755,5.291932296,3.603393526,18.13697032,192.0912412,112.1475656,8.311710507,129.1385648,1.531036333,22.07997592,121.9903125,151.2185408,2,0.16044776122686008,0.6125376504014546,24.262676327352597,-0.36961042671368805,4.870397651593578
4,Rwanda,30.74458693,-1.963638871,12.78049215,42.1756241,1.036197977,61.53007514,4.784778179,4.784778179,66.92146145,62.95877937,Kigali,1046787,"Butare, Byumba, Gitarama, Kabale, Kigali, Muyinga, Ngara, Nyanza, 
 Ruhengeri",9,7146948,5.275266616,5.247660743,2.165050132,17.95553288,66.33823653,113.237548,9.176522072,141.1488086,0.632126894,9.025077139,123.046197,150.1738857,1,0.01686151079128152,0.08067858889909683,2.5321585942992275,-0.03310991801354636,0.5184001842936877
5,Rwanda,30.75035706,-2.004770287,6.816262481,22.49366619,2.391175426,62.56917045,1.264520952,1.264520952,67.62913274,58.05260056,Kigali,1046787,"Butare, Byumba, Gitarama, Kabale, Kigali, Muyinga, Ngara, Nyanza, 
 Ruhengeri",9,7146948,5.30400002,5.247660743,4.418529426,18.04727032,35.56115642,112.6836977,9.201073254,142.2495223,1.45130851,20.82665973,123.3360795,163.076182,1,0.008992805756682785,0.011371591296591597,1.4665124282674495,-0.018028509777760198,0.27653198798921913
7,Rwanda,30.78746746,-2.059218505,7.668295291,25.30537446,0.28770696,67.26196364,1.06803267,1.06803267,72.04939113,52.37490227,Ngara,4598,"Butare, Byumba, Gitarama, Kigali, Muyinga, Ngara, Nyanza",7,5771693,5.255000008,5.247660743,0.575597708,17.89162648,39.66127737,113.6267292,9.605455182,147.2205981,0.176140965,2.505870082,123.4083253,149.7264682,1,0.010116906474768912,0.01080518663438773,1.5147686755768617,-0.02083292102619846,0.31147392888781117
6,Rwanda,30.72214051,-2.014664077,17.0406562,56.23416547,1.435785981,59.90708257,1.338612815,1.338612815,64.90229725,56.36579896,Kigali,1046787,"Butare, Byumba, Gitarama, Kabale, Kigali, Muyinga, Ngara, Nyanza, 
 Ruhengeri",9,7146948,5.252199984,5.247660743,0.35599971,17.88273105,88.09235202,113.6811217,9.101652418,139.4295726,0.879459186,12.50540873,123.6622333,151.9349813,1,0.022482014389708,0.030094712569077534,3.415804435886616,-0.04529370676954179,0.6906956050284511
56,Rwanda,29.66219455,-2.562044852,6.816262481,22.49366619,0.223147738,22.33142105,2.712995888,2.712995888,26.11060266,20.74296082,Butare,1479606,Above 10 cities,12,9701482,5.068375051,5.160819652,-7.661734673,17.37886301,34.24409648,116.8530052,6.691894865,99.62567432,0.140647156,1.943572173,123.6855472,101.5692465,2,0.029850746267666362,0.08098495187791019,3.03191780586956,-0.07647895080343282,0.885438643254206
3,Rwanda,30.33537722,-1.367305987,7.668295291,25.30537446,0.919266563,68.289385,0.863134922,0.863134922,70.25740496,35.41497111,Kigali,1046787,"Byumba, Gitarama, Goma, Kabale, Kigali, Ruhengeri",6,5183448,5.232222292,5.363723467,-10.95592989,17.88510457,39.6468199,113.6666032,9.679993345,148.3089455,0.563001829,8.006627906,123.9095984,156.3155734,0,0.031652989448915536,0.027320800579056535,4.947855195531382,-0.04327932197995004,0.9602053750735328
11,Rwanda,30.82881971,-2.012309924,99.68783878,328.969868,2.264302174,70.78498656,6.744977075,6.744977075,75.52775401,59.17080463,Kigali,1046787,"Butare, Byumba, Gitarama, Kigali, Muyinga, Ngara, Nyanza",7,5771693,5.282358932,5.247660743,2.72128034,17.97795525,518.0844075,113.1016546,9.801652797,150.9525363,1.379602316,19.72161907,124.2829097,170.6741553,1,0.13151978417999172,0.8870979292029919,22.44702807015839,-0.26465856690773554,4.054599714783075
28,Rwanda,30.36239537,-1.516400353,113.4339681,374.3320948,1.868945042,52.72726768,3.53726387,3.53726387,55.14050957,41.4172012,Byumba,972266,"Byumba, Gitarama, Goma, Kabale, Kigali, Nyanza, Ruhengeri",7,5632487,5.1781079,5.304766084,-10.53080574,17.74884795,582.0111966,114.5063562,8.670087777,131.8239947,1.153416575,16.27813752,124.3298606,148.1021322,0,0.4682297772682258,1.6562522739890424,69.34582837295532,-0.710023799534649,14.21657762142491
31,Rwanda,30.28616731,-1.316536046,8.520328101,28.11708273,0.234038644,73.125,1.368543527,1.368543527,74.44830178,28.63470565,Kigali,1046787,"Byumba, Gitarama, Goma, Kabale, Kigali, Ruhengeri",6,5183448,5.208900023,5.363723467,-12.91965187,17.80719863,43.8601354,114.1451661,10.05813806,153.4313125,0.143963301,2.038429781,124.3472675,155.4697423,0,0.03516998827240335,0.048131659794863516,5.467869013404571,-0.04630255729801627,1.0651641491087456
2,Rwanda,30.3035895,-1.246091544,14.48455777,47.79904065,0.560299095,81.97951579,6.062422368,6.062422368,83.29776444,29.25150168,Kigali,1046787,"Byumba, Gitarama, Goma, Kabale, Kigali, Ruhengeri",6,5183448,5.244529359,5.363723467,-9.912474207,17.92693516,75.06359049,113.4113612,10.60172726,162.8109011,0.342352655,4.880093061,124.3554411,167.6909941,0,0.05978898007434326,0.36246605016260486,10.026073504891714,-0.07450254249502362,1.8118207087965776
